elementName,No1Coef,No2Coef,No3Coef,No4Coef,No5Coef,No6Coef,No7Coef,No8Coef,No9Coef,No10Coef,AvgCoef,MaxCoef,MinCoef,DiffMaxMinCoef,Variance,Std
R-HSA-6802952,27,70,34,41,55,83,48,26,45,22,45.1,83,22,61,352.89,18.785366645343924
R-HSA-8866654,28,30,40,20,21,11,14,20,57,9,25.0,57,9,48,192.2,13.863621460498695
R-HSA-5627123,29,44,27,30,68,32,36,41,65,77,44.9,77,27,50,302.49,17.392239648762892
R-HSA-5419276,30,39,1010,49,158,108,135,22,33,1010,259.4,1010,22,988,142856.44,377.96354321548
R-HSA-389958,31,107,95,935,88,237,163,149,157,132,209.4,935,31,904,61193.240000000005,247.37267431953757
R-HSA-5693565,32,48,14,51,26,77,37,24,10,33,35.2,77,10,67,347.36,18.637596411554792
R-HSA-8864260,33,57,63,19,15,45,23,49,40,47,39.1,63,15,48,236.89000000000001,15.391231269784754
R-HSA-448424,34,43,30,50,34,89,21,19,26,34,38.0,89,19,70,367.6,19.172897537930986
R-HSA-3928665,35,18,43,12,46,24,39,14,28,30,28.9,46,12,34,128.29000000000002,11.326517558367179
R-HSA-8878171,36,981,1028,952,47,13,1048,42,990,164,530.1,1048,13,1035,222612.69,471.81849264309255
R-HSA-948021,37,32,42,32,41,139,73,32,23,32,48.3,139,23,116,1076.01,32.80259136104951
R-HSA-3928662,38,36,110,34,23,31,70,27,32,45,44.6,110,23,87,627.2400000000001,25.04475993097159
R-HSA-5626467,39,68,37,59,31,36,43,50,68,58,48.9,68,31,37,167.69,12.949517365523706
R-HSA-68867,40,11,10,10,2,21,7,37,3,12,15.3,40,2,38,159.61,12.63368513142543
R-HSA-6814122,41,75,113,101,113,122,81,163,38,78,92.5,163,38,125,1302.45,36.089472149090795
R-HSA-8953750,42,49,41,56,213,49,1030,40,44,928,249.2,1030,40,990,136136.56,368.96688198265167
R-HSA-1483206,43,61,69,111,63,39,32,129,70,36,65.3,129,32,97,936.21,30.597548921441405
R-HSA-198323,44,51,26,31,38,57,60,48,34,60,44.9,60,26,34,136.69,11.69144986731757
R-HSA-5689901,45,25,31,38,33,17,19,29,27,24,28.8,45,17,28,64.56,8.034923770640267
R-HSA-5368286,46,62,1025,45,107,203,1010,25,55,1020,359.8,1025,25,1000,188085.76000000004,433.6885518433707
R-HSA-77075,47,100,99,42,42,34,27,33,85,39,54.8,100,27,73,722.76,26.884196101055355
R-HSA-936440,48,91,144,60,126,179,64,146,76,124,105.8,179,48,131,1746.5600000000002,41.79186523714873
R-HSA-1799339,49,17,52,17,74,30,71,39,31,57,43.7,74,17,57,373.40999999999997,19.3238194982255
R-HSA-69580,50,7,19,23,19,12,33,30,21,8,22.2,50,7,43,150.95999999999998,12.286578042726134
R-HSA-168638,51,31,100,66,43,44,40,114,30,109,62.8,114,30,84,964.1600000000001,31.05092591212056
R-HSA-983695,52,59,93,79,56,55,109,72,63,169,80.7,169,52,117,1170.6100000000001,34.214178347579825
R-HSA-389356,53,99,135,90,54,29,56,76,59,137,78.8,137,29,108,1175.9599999999998,34.2922731821616
R-HSA-977443,54,191,142,147,611,71,270,73,229,51,183.9,611,51,560,25461.090000000004,159.56531578009051
R-HSA-4641258,55,219,70,83,982,85,164,116,101,75,195.0,982,55,927,71025.2,266.50553465172163
R-HSA-3214847,56,23,44,1028,45,26,42,1046,97,28,243.5,1046,23,1023,157823.65,397.2702480679871
R-HSA-6802949,57,101,60,92,120,148,98,62,105,76,91.9,148,57,91,761.0899999999999,27.587859648765793
R-HSA-68962,58,26,46,27,14,137,22,59,19,37,44.5,137,14,123,1174.25,34.267331381360876
R-HSA-5674400,59,53,35,121,105,124,96,64,73,56,78.6,124,35,89,855.4399999999999,29.24790590794493
R-HSA-350054,60,944,169,248,44,47,116,87,75,101,189.1,944,44,900,66820.89,258.4973694256868
R-HSA-114452,61,94,78,82,79,177,63,97,996,63,179.0,996,61,935,75188.8,274.20576215681535
R-HSA-8856688,62,86,993,150,104,993,29,143,81,91,273.2,993,29,964,130640.36000000002,361.44205621371736
R-HSA-2559586,63,113,157,251,171,126,142,187,194,198,160.2,251,63,188,2483.7599999999998,49.837335402286506
R-HSA-4086400,64,38,24,35,91,37,45,28,72,43,47.7,91,24,67,408.01,20.19925741209315
R-HSA-162587,65,67,90,46,64,1020,1016,52,77,25,252.2,1020,25,995,146889.16,383.2612164046866
R-HSA-8955332,66,81,55,80,92,79,92,170,168,79,96.2,170,55,115,1433.16,37.85709973043366
R-HSA-5625970,67,77,45,84,58,93,35,68,69,82,67.8,93,35,58,287.76,16.96349020691202
R-HSA-6802955,68,134,58,156,125,100,72,67,148,61,98.9,156,58,98,1339.09,36.593578671674074
R-HSA-447115,69,132,65,57,921,66,65,106,1000,49,253.0,1000,49,951,126002.8,354.9687310172545
R-HSA-532668,70,63,57,95,77,58,172,45,39,89,76.5,172,39,133,1296.45,36.00624945755945
R-HSA-162909,71,35,33,18,17,50,59,35,41,19,37.8,71,17,54,292.76000000000005,17.11023085758927
R-HSA-389513,72,146,189,85,990,110,166,666,179,119,272.2,990,72,918,83803.15999999999,289.48775449058286
R-HSA-198693,73,90,74,54,49,94,66,103,78,46,72.7,103,46,57,337.01000000000005,18.357832116020674
R-HSA-5655332,74,64,61,227,96,192,89,104,96,88,109.1,227,61,166,2757.09,52.507999390569054
R-HSA-163560,75,89,117,179,87,125,82,208,151,26,113.9,208,26,182,2620.29,51.18876829930566
R-HSA-5621575,76,150,107,97,731,98,972,181,132,204,274.8,972,76,896,87453.36000000002,295.7251426578403
R-HSA-6791226,77,73,98,132,304,115,217,176,170,155,151.7,304,73,231,4478.8099999999995,66.92391201954649
R-HSA-5625900,78,131,67,125,94,104,100,85,106,129,101.9,131,67,64,427.69000000000005,20.68066730064579
R-HSA-6802946,79,112,53,137,154,157,206,89,104,67,115.8,206,53,153,2029.36,45.048418396210096
R-HSA-73776,80,151,114,190,978,983,61,240,93,971,386.1,983,61,922,152314.89,390.27540276066594
R-HSA-202433,81,95,154,73,129,90,131,160,56,175,114.4,175,56,119,1502.04,38.75616080057466
R-HSA-674695,82,72,38,76,30,43,24,38,62,29,49.4,82,24,58,417.84,20.441134997841974
R-HSA-8957275,83,27,32,44,60,33,41,55,36,1004,141.5,1004,27,977,82906.25,287.9344543468183
R-HSA-202424,84,74,995,53,106,18,1000,10,91,86,251.7,1000,10,990,139917.40999999997,374.0553568657986
R-HSA-8873719,85,66,75,39,40,60,58,53,108,85,66.9,108,39,69,423.2900000000001,20.574012734515357
R-HSA-5687128,86,133,29,58,70,75,128,158,52,128,91.7,158,29,129,1616.21,40.202114372256595
R-HSA-264876,87,160,120,140,36,136,62,78,82,96,99.7,160,36,124,1342.81,36.644372009900785
R-HSA-113418,88,119,224,123,82,123,119,291,570,111,185.0,570,82,488,20287.6,142.434546371307
R-HSA-168138,89,14,79,52,27,73,34,83,42,31,52.4,89,14,75,643.24,25.362176562747923
R-HSA-5676590,90,135,103,181,85,87,169,108,87,110,115.5,181,85,96,1098.05,33.13683750752325
R-HSA-5607764,91,76,47,134,53,42,162,985,47,64,170.1,985,42,943,75222.88999999998,274.2679164612587
R-HSA-5668599,92,173,105,81,149,78,102,128,135,92,113.5,173,78,95,891.85,29.863857754817946
R-HSA-427413,93,120,149,127,90,135,68,69,60,90,100.1,149,60,89,858.8900000000001,29.306825143641884
R-HSA-1660661,94,127,141,146,987,1004,215,194,984,153,404.5,1004,94,910,148767.05,385.70331862715415
R-HSA-204998,95,114,137,118,221,96,83,90,71,113,113.8,221,71,150,1606.56,40.081916121862236
R-HSA-5673001,96,56,20,40,81,81,77,296,48,66,86.1,296,20,276,5354.69,73.17574734842138
R-HSA-69613,97,29,71,61,97,41,91,93,58,44,68.2,97,29,68,581.96,24.123847122712416
R-HSA-69017,98,171,907,107,148,86,55,126,153,104,195.5,907,55,852,57316.65,239.40895973208688
R-HSA-112382,99,80,123,55,76,65,85,182,262,65,109.2,262,55,207,3832.7600000000007,61.9092884791935
R-HSA-5637815,100,183,219,192,123,310,247,125,166,135,180.0,310,100,210,3795.8,61.61006411293532
R-HSA-3214841,101,977,39,48,83,222,1004,66,985,41,356.6,1004,39,965,173737.04,416.8177539404962
R-HSA-5357956,102,85,188,117,115,92,122,92,116,71,110.0,188,71,117,919.6,30.32490725459849
R-HSA-418594,103,116,59,88,1009,1031,44,75,201,221,294.7,1031,44,987,134465.40999999997,366.69525494612003
R-HSA-190828,104,106,181,210,146,189,113,856,98,263,226.6,856,98,758,46675.240000000005,216.044532446438
R-HSA-168255,105,178,333,91,222,109,298,60,164,55,161.5,333,55,278,8454.65,91.94917074123072
R-HSA-6782135,106,216,162,169,189,208,137,167,144,99,159.7,216,99,117,1383.6100000000001,37.19690847368905
R-HSA-5627117,107,88,36,93,39,76,51,65,90,136,78.1,136,36,100,886.0900000000001,29.767263898450597
R-HSA-3928664,108,79,124,37,65,69,99,57,79,80,79.7,124,37,87,580.61,24.095850265139017
R-HSA-5637812,109,258,179,141,226,482,236,155,205,73,206.4,482,73,409,11483.240000000002,107.15988055237838
R-HSA-5655302,110,144,80,274,188,210,108,136,100,126,147.6,274,80,194,3193.44,56.510529992205875
R-HSA-975956,111,174,220,115,216,103,121,201,92,125,147.8,220,92,128,2216.96,47.08460470259892
R-HSA-73762,112,604,92,183,170,992,139,153,221,154,282.0,992,92,900,75232.4,274.28525297580256
R-HSA-451927,113,987,172,105,124,40,998,134,361,973,400.7,998,40,958,152992.80999999997,391.14295340706315
R-HSA-975957,114,139,945,969,254,91,127,992,99,95,382.5,992,91,901,149305.65,386.4008928561113
R-HSA-162710,115,257,186,273,151,38,57,95,145,172,148.9,273,38,235,5381.49,73.358639572991
R-HSA-73779,116,84,126,71,164,970,88,150,122,266,215.7,970,71,899,65984.40999999999,256.87430778495536
R-HSA-156902,117,141,125,104,156,274,175,124,115,100,143.1,274,100,174,2387.29,48.85990176003222
R-HSA-109688,118,103,257,1010,178,1036,1005,1003,1002,226,593.8,1036,103,933,176079.16,419.6178737851857
R-HSA-74751,119,255,86,106,219,112,74,169,175,220,153.5,255,74,181,3576.25,59.80175582706581
R-HSA-168253,120,172,316,186,173,72,352,105,257,72,182.5,352,72,280,8664.85,93.08517604860616
R-HSA-1538133,121,118,94,69,150,930,201,102,178,167,213.0,930,69,861,58625.0,242.12600025606503
R-HSA-5654736,122,208,64,72,62,70,80,51,102,161,99.2,208,51,157,2309.16,48.05371993925132
R-HSA-2424491,123,87,152,99,95,88,966,77,119,1014,282.0,1014,77,937,125857.4,354.7638651272139
R-HSA-2122947,124,1011,73,78,1006,107,134,82,1011,210,383.6,1011,73,938,169180.64,411.31574246556625
R-HSA-418885,125,182,696,151,739,776,198,145,159,195,336.6,776,125,651,69480.24000000002,263.5910468889261
R-HSA-75953,126,161,121,131,139,941,115,140,103,186,216.3,941,103,838,58857.41000000001,242.60546160381472
R-HSA-418597,127,189,178,98,903,187,964,964,946,1001,555.7,1001,98,903,161100.00999999995,401.37265726504086
R-HSA-9604323,128,52,81,100,989,99,97,233,64,131,197.4,989,52,937,71885.84000000001,268.1153483111327
R-HSA-2871796,129,102,97,990,61,84,986,221,89,151,291.0,990,61,929,123228.0,351.03845943144177
R-HSA-5627083,130,210,130,172,99,143,114,151,230,233,161.2,233,99,134,2086.56,45.678879145618275
R-HSA-76061,131,976,1038,1019,980,283,1019,1031,1006,1015,849.8,1038,131,907,104801.36000000002,323.73038164497325
R-HSA-8866652,132,97,122,68,75,46,53,71,110,53,82.7,132,46,86,844.8099999999998,29.06561542441515
R-HSA-2032785,133,96,106,108,69,97,118,118,123,105,107.3,133,69,64,284.41,16.864459671154602
R-HSA-5655253,134,142,102,244,142,173,120,115,136,122,143.0,244,102,142,1466.8,38.298825047251775
R-HSA-73980,135,333,109,154,137,154,144,120,248,158,169.2,333,109,224,4251.360000000001,65.20245394155039
R-HSA-933543,136,957,194,237,410,180,93,273,162,946,358.8,957,93,864,94561.36000000002,307.5083088308347
R-HSA-5696395,137,200,56,167,232,119,18,94,112,52,118.7,232,18,214,4129.01,64.2573731177987
R-HSA-2871809,138,82,996,110,190,74,47,110,80,97,192.4,996,47,949,73140.04000000001,270.44415319987974
R-HSA-2730905,139,129,160,152,102,111,150,164,117,183,140.7,183,102,81,600.01,24.495101551126503
R-HSA-4641257,140,55,87,126,135,128,200,189,904,961,292.5,961,55,906,104157.45,322.7343334694962
R-HSA-397795,141,115,101,980,110,62,927,123,134,160,285.3,980,62,918,112370.41,335.2169595948272
R-HSA-3371571,142,147,270,86,119,133,156,162,149,87,145.1,270,86,184,2372.8900000000003,48.712318770512255
R-HSA-933541,143,984,960,177,108,232,192,154,156,663,376.9,984,108,876,111107.09,333.3273016120942
R-HSA-381038,144,145,111,133,128,116,133,91,142,118,126.1,145,91,54,265.69,16.3
R-HSA-73863,145,186,48,158,272,228,191,81,219,197,172.5,272,48,224,4110.65,64.11435096762658
R-HSA-5689877,146,157,180,173,109,130,143,139,176,114,146.7,180,109,71,560.81,23.681427321848656
R-HSA-4420332,147,306,197,631,416,242,190,853,245,297,352.4,853,147,706,45392.03999999999,213.0540776422737
R-HSA-350562,148,217,246,189,230,181,219,292,191,130,204.3,292,130,162,2011.2099999999998,44.84651602967615
R-HSA-6781823,149,162,139,135,234,182,181,131,173,83,156.9,234,83,151,1443.49,37.993288881064245
R-HSA-447043,150,104,911,67,140,971,182,132,138,182,297.7,971,67,904,104663.00999999998,323.51663017532803
R-HSA-420499,151,83,115,116,100,162,103,228,982,299,233.9,982,83,899,66184.09,257.2626867619943
R-HSA-73772,152,359,77,153,946,216,187,147,204,196,263.7,946,77,869,56412.80999999998,237.51381012480093
R-HSA-73777,153,169,72,203,332,196,233,193,284,152,198.7,332,72,260,4748.41,68.90870772260934
R-HSA-5610780,154,214,68,253,165,150,269,188,107,144,171.2,269,68,201,3466.56,58.8774999469237
R-HSA-159236,155,93,156,103,138,144,90,121,95,133,122.8,156,90,66,605.5600000000001,24.608128738284837
R-HSA-445095,156,78,322,120,111,205,110,98,124,224,154.8,322,78,244,5047.5599999999995,71.04618216343508
R-HSA-9033500,157,331,175,200,224,292,196,230,282,247,233.4,331,157,174,2736.8399999999997,52.31481625696491
R-HSA-5666185,158,166,166,199,153,171,146,168,181,181,168.9,199,146,53,211.69,14.54957044039445
R-HSA-1989781,159,143,212,239,174,160,275,263,167,127,191.9,275,127,148,2422.69,49.22082892434869
R-HSA-75815,160,71,112,975,51,101,111,113,67,103,186.4,975,51,924,69935.04000000001,264.4523397514191
R-HSA-6802948,161,221,104,162,145,199,174,107,128,84,148.5,221,84,137,1709.05,41.34065795315793
R-HSA-6782210,162,233,145,196,238,185,152,109,88,59,156.7,238,59,179,3150.41,56.128513253069514
R-HSA-72163,163,1020,119,996,134,991,1013,998,1025,1011,747.0,1025,119,906,158801.2,398.49868255742075
R-HSA-5357905,164,220,216,77,133,165,151,203,195,107,163.1,220,77,143,2026.2899999999997,45.01433105134408
R-HSA-379716,165,37,134,36,78,80,54,80,74,94,83.2,165,36,129,1473.56,38.38697695833836
R-HSA-5610783,166,242,84,554,212,168,299,152,171,222,227.0,554,84,470,14900.0,122.06555615733703
R-HSA-1663150,167,170,191,159,147,159,124,157,158,157,158.9,191,124,67,258.69,16.083842824399895
R-HSA-5654738,168,152,49,74,50,59,30,46,50,106,78.4,168,30,138,2047.2400000000002,45.24643632375925
R-HSA-8866376,169,366,427,204,278,281,160,156,836,215,309.2,836,156,680,38171.759999999995,195.37594529521795
R-HSA-977225,170,278,133,124,130,254,209,96,441,353,218.8,441,96,345,11391.76,106.7321882095556
R-HSA-3215018,171,138,66,114,114,82,79,119,66,69,101.8,171,66,105,1124.3600000000001,33.53147774852758
R-HSA-201688,172,209,980,963,976,973,856,936,975,279,731.9,980,172,808,114086.09,337.7663245499764
R-HSA-141424,173,50,204,94,266,271,941,177,139,74,238.9,941,50,891,59795.29,244.53075471195848
R-HSA-3304347,174,827,764,262,697,872,543,847,312,230,552.8,872,174,698,71936.16,268.20917210267066
R-HSA-6811438,175,125,82,149,144,102,78,122,61,134,117.2,175,61,114,1160.16,34.061121531740554
R-HSA-2173789,176,187,176,962,612,539,204,200,903,253,421.2,962,176,786,87436.95999999999,295.69741290718116
R-HSA-6811440,177,960,96,906,118,296,990,206,974,992,571.5,992,96,896,157367.45,396.6956642062023
R-HSA-141405,178,999,981,957,231,988,499,942,802,1008,758.5,1008,178,830,97981.05,313.0192486094106
R-HSA-5610785,179,229,83,258,236,176,336,210,163,228,209.8,336,83,253,3999.559999999999,63.242074602277235
R-HSA-9034015,180,250,264,330,688,301,339,262,696,331,364.1,696,180,516,28929.489999999998,170.0867131788959
R-HSA-5696400,181,184,501,171,290,207,95,232,217,123,220.1,501,95,406,11443.489999999998,106.97424923784227
R-HSA-3560801,182,288,213,234,249,563,218,281,304,285,281.7,563,182,381,10174.009999999998,100.86629764197751
R-HSA-111465,183,267,596,430,496,211,256,397,754,351,394.1,754,183,571,29714.49,172.37891402372856
R-HSA-917729,184,46,85,860,131,149,87,219,200,507,246.8,860,46,814,56563.56000000001,237.83094836458946
R-HSA-201451,185,154,946,934,122,197,214,249,825,148,397.4,946,122,824,110996.43999999999,333.1612822643111
R-HSA-877300,186,864,155,900,166,170,703,235,279,189,384.7,900,155,745,85462.80999999998,292.3402298692398
R-HSA-447038,187,122,829,165,181,954,263,141,275,267,338.4,954,122,832,79801.43999999999,282.491486597384
R-HSA-450408,188,234,151,168,220,64,170,216,83,163,165.7,234,64,170,2807.01,52.98122308893973
R-HSA-166208,189,58,225,143,157,127,106,111,131,207,145.4,225,58,167,2309.2400000000002,48.054552333779995
R-HSA-73780,190,185,132,187,155,106,159,133,188,108,154.3,190,106,84,987.21,31.419898153876947
R-HSA-428543,191,140,252,63,169,147,154,112,371,149,174.8,371,63,308,6427.5599999999995,80.17206496030896
R-HSA-380972,192,136,221,102,59,114,67,74,183,170,131.8,221,59,162,2972.3599999999997,54.519354361547606
R-HSA-204626,193,201,288,205,245,201,189,172,197,190,208.1,288,172,116,1020.29,31.941978648793814
R-HSA-446193,194,155,266,191,195,198,213,179,165,209,196.5,266,155,111,832.05,28.845276909747287
R-HSA-9006115,195,912,199,160,159,190,158,197,127,432,272.9,912,127,785,51813.29,227.62532811618306
R-HSA-9013508,196,1008,1016,1013,1020,1019,1029,1034,1007,990,933.2,1034,196,838,60518.96,246.00601618659655
R-HSA-2173791,197,285,168,272,185,843,180,196,634,216,317.6,843,168,675,47784.64,218.5969807659749
R-HSA-3656253,198,262,280,254,902,289,183,426,431,284,350.9,902,183,719,39796.28999999999,199.4900749410857
R-HSA-72764,199,149,165,43,143,161,153,99,84,174,137.0,199,43,156,2009.8,44.83079298874826
R-HSA-3371511,200,167,223,130,112,227,195,137,192,142,172.5,227,112,115,1485.05,38.53634647965476
R-HSA-72165,201,105,222,112,265,140,149,127,111,251,168.3,265,105,160,3348.21,57.863719202968625
R-HSA-1222499,202,580,372,902,898,415,278,911,871,776,620.5,911,202,709,72564.05,269.377151963562
R-HSA-3560783,203,199,249,370,794,209,211,353,494,287,336.9,794,199,595,31434.690000000002,177.29830794454864
R-HSA-1445148,204,920,218,956,167,152,138,287,233,561,383.6,956,138,818,89940.24,299.9003834609086
R-HSA-72086,205,175,140,96,527,166,177,307,343,139,227.5,527,96,431,15173.65,123.18137034470756
R-HSA-114294,206,818,582,542,402,743,590,396,758,231,526.8,818,206,612,41535.96,203.80372911210432
R-HSA-5362768,207,126,148,245,163,174,112,100,121,62,145.8,245,62,183,2595.1600000000003,50.9427129234398
R-HSA-5693571,208,177,163,193,136,113,130,70,1009,173,237.2,1009,70,939,67684.75999999998,260.16294893777626
R-HSA-3299685,209,245,217,209,202,167,117,204,120,193,188.3,245,117,128,1555.41,39.438686590706844
R-HSA-5654741,210,188,50,87,80,67,49,54,86,203,107.4,210,49,161,3897.6399999999994,62.431082002476934
R-HSA-1250196,211,281,279,435,686,200,207,760,184,294,353.7,760,184,576,39084.810000000005,197.69878603572658
R-HSA-3656237,212,230,269,368,860,267,165,415,294,246,332.6,860,165,695,35669.24,188.86301914350517
R-HSA-209822,213,196,250,221,242,344,267,130,224,192,227.9,344,130,214,2787.0899999999997,52.79289724953537
R-HSA-6809371,214,1017,1017,1014,998,1005,1003,995,1003,989,925.5,1017,214,803,56326.05,237.33109783591362
R-HSA-421837,215,54,88,136,89,138,75,144,141,121,120.1,215,54,161,1898.89,43.57625500200769
R-HSA-416476,216,405,339,148,116,120,883,185,943,960,431.5,960,116,844,113820.25,337.37256853514333
R-HSA-381771,217,655,195,812,127,286,279,166,270,289,329.6,812,127,685,44686.439999999995,211.3916743866702
R-HSA-376172,218,365,967,960,200,893,487,314,935,305,564.4,967,200,767,99242.84,315.02831618760877
R-HSA-3304349,219,240,187,288,581,379,755,234,291,283,345.7,755,187,568,29914.21,172.95724905305357
R-HSA-1793185,220,1003,159,302,950,364,176,218,125,921,443.8,1003,125,878,117867.16,343.31787020194565
R-HSA-447041,221,108,701,164,235,935,173,175,898,768,437.8,935,108,827,104834.56000000001,323.78165482312306
R-HSA-418889,222,277,183,217,161,188,303,308,236,252,234.7,308,161,147,2288.81,47.841509173520016
R-HSA-2029485,223,195,150,949,93,142,104,242,193,261,255.2,949,93,856,56314.75999999999,237.3073113075111
R-HSA-194068,224,130,161,337,152,131,148,224,398,93,199.8,398,93,305,8676.36,93.14698062739339
R-HSA-111452,225,635,691,353,578,723,603,338,828,560,553.4,828,225,603,32727.440000000002,180.90726906346245
R-HSA-162791,226,323,251,261,179,156,145,215,308,218,228.2,323,145,178,3178.96,56.38226671569706
R-HSA-68884,227,947,170,783,103,918,289,954,208,979,557.8,979,103,876,132759.36,364.3615786550497
R-HSA-5357786,228,590,293,250,275,229,737,250,215,185,325.2,737,185,552,30506.76,174.66184471715624
R-HSA-428890,229,951,295,299,279,710,245,975,929,400,531.2,975,229,746,92716.56000000001,304.4939408264145
R-HSA-418890,230,940,965,961,239,681,407,896,817,616,675.2,965,230,735,76858.76,277.23412488364414
R-HSA-389948,231,256,903,211,970,239,918,454,223,180,458.5,970,180,790,100559.45,317.1111004048896
R-HSA-5655291,232,457,347,249,785,269,293,749,693,211,428.5,785,211,574,46916.65,216.60251614420363
R-HSA-1266695,233,222,193,142,180,233,235,191,155,187,197.1,235,142,93,989.0899999999999,31.44980127123222
R-HSA-211733,234,158,235,240,259,153,271,264,147,234,219.5,271,147,124,2073.45,45.5351512570234
R-HSA-8847993,235,423,359,451,837,537,839,446,924,319,537.0,924,235,689,53005.8,230.22988511485644
R-HSA-72187,236,121,198,970,312,846,968,225,137,138,415.1,970,121,849,116588.29,341.4502745642475
R-HSA-5336415,237,334,769,883,849,386,428,623,571,747,582.7,883,237,646,46854.21,216.4583331729227
R-HSA-1912408,238,164,999,1016,1035,1028,1008,990,1013,145,763.6,1035,145,890,145431.44,381.3547429887296
R-HSA-77387,239,551,950,229,198,938,168,696,626,421,501.6,950,168,782,80044.23999999999,282.9209076756258
R-HSA-159854,240,128,307,155,132,221,129,207,264,177,196.0,307,128,179,3487.8,59.057599003007226
R-HSA-5358493,241,226,237,215,237,234,203,236,239,265,233.3,265,203,62,243.81,15.614416415607725
R-HSA-909733,242,237,209,321,493,202,677,282,174,147,298.4,677,147,530,24462.04,156.40345264731212
R-HSA-1237112,243,749,793,758,448,604,642,576,461,933,620.7,933,243,690,36324.810000000005,190.59068707573306
R-HSA-3928663,244,224,284,128,191,164,231,159,150,179,195.4,284,128,156,2150.04,46.36852380656516
R-HSA-168799,245,437,323,291,253,277,277,347,560,300,331.0,560,245,315,8587.0,92.66606714434361
R-HSA-4420097,246,260,146,238,880,224,260,205,161,369,298.9,880,146,734,40894.689999999995,202.22435560535234
R-HSA-6802953,247,232,301,246,314,238,811,317,222,217,314.5,811,217,594,28667.05,169.31346668236404
R-HSA-114604,248,165,143,166,209,605,76,312,276,277,247.7,605,76,529,18891.21,137.44529820986966
R-HSA-1250342,249,386,319,789,503,278,889,880,329,579,520.1,889,249,640,56873.48999999999,238.48163451301653
R-HSA-5693548,250,347,208,207,211,204,234,192,210,165,222.8,347,165,182,2170.5600000000004,46.589269150739
R-HSA-5674404,251,296,232,224,533,906,937,306,252,212,414.9,937,212,725,71817.49000000002,267.9878542023873
R-HSA-193670,252,218,324,271,240,247,125,321,301,272,257.1,324,125,199,3030.0899999999997,55.04625327849298
R-HSA-390522,253,280,529,703,303,225,548,333,152,897,422.3,897,152,745,51442.61,226.80963383419146
R-HSA-1253288,254,476,240,711,805,212,936,387,344,393,475.8,936,212,724,58197.56,241.2417045205907
