elementName,No1Coef,No2Coef,No3Coef,No4Coef,No5Coef,No6Coef,No7Coef,No8Coef,No9Coef,No10Coef,AvgCoef,MaxCoef,MinCoef,DiffMaxMinCoef,Variance,Std
R-HSA-195721,23,18,27,137,5,137,133,134,128,134,87.6,137,5,132,3239.24,56.914321571990996
R-HSA-9006927,24,76,65,31,29,41,36,61,18,52,43.3,76,18,58,335.60999999999996,18.319661568926428
R-HSA-9006921,25,34,69,75,26,46,75,99,58,64,57.1,99,25,74,524.0899999999999,22.89301203424311
R-HSA-69239,26,123,19,10,122,103,24,34,129,5,59.5,129,5,124,2475.45,49.75389431994243
R-HSA-418346,27,127,83,55,126,130,109,135,98,124,101.4,135,27,108,1181.44,34.372081694305336
R-HSA-2980736,28,10,10,13,9,7,8,133,11,16,24.5,133,7,126,1341.05,36.62034953410467
R-HSA-2586552,29,118,38,45,42,64,27,41,50,41,49.5,118,27,91,618.25,24.86463351831271
R-HSA-211000,30,32,33,11,76,118,65,33,26,12,43.6,118,11,107,995.8400000000001,31.556932677305635
R-HSA-5358351,31,44,16,21,16,9,23,14,31,18,22.3,44,9,35,96.80999999999999,9.839207285142436
R-HSA-5423599,32,59,76,61,30,32,48,59,25,99,52.1,99,25,74,499.28999999999996,22.34479805234319
R-HSA-189445,33,54,46,77,86,96,96,80,54,108,73.0,108,33,75,556.8,23.5966099260042
R-HSA-68874,34,3,4,14,25,42,22,5,7,4,16.0,42,3,39,178.0,13.341664064126334
R-HSA-5668914,35,61,124,133,120,127,38,30,120,127,91.5,133,30,103,1769.05,42.06007608171911
R-HSA-1483249,36,50,48,87,124,28,25,120,78,122,71.8,124,25,99,1426.96,37.7751240898028
R-HSA-3000157,37,97,68,50,40,95,92,112,104,68,76.3,112,37,75,675.8100000000001,25.99634589706792
R-HSA-1566948,38,57,73,66,56,51,117,123,115,62,75.8,123,38,85,854.5600000000001,29.232858224949542
R-HSA-75944,39,68,31,30,31,26,85,54,23,37,42.4,85,23,62,370.44,19.24681791881453
R-HSA-5676934,40,47,13,27,20,17,28,22,16,30,26.0,47,13,34,106.0,10.295630140987
R-HSA-983712,41,124,131,51,43,125,69,70,89,112,85.5,131,41,90,1131.65,33.64000594530269
R-HSA-196854,42,53,60,96,107,77,103,36,82,31,68.7,107,31,76,716.01,26.758363178640057
R-HSA-211859,43,79,51,65,41,75,55,90,73,59,63.1,90,41,49,234.08999999999997,15.299999999999999
R-HSA-8981607,44,121,91,63,96,60,49,110,81,61,77.6,121,44,77,620.84,24.916661092530035
R-HSA-917937,45,82,74,103,66,72,76,68,90,72,74.8,103,45,58,210.76,14.517575555167605
R-HSA-75072,46,107,87,35,101,85,126,89,60,102,83.8,126,35,91,736.16,27.132268611378592
R-HSA-75892,47,88,70,52,110,65,67,60,119,60,73.8,119,47,72,526.76,22.95125268912353
R-HSA-1475029,48,55,54,79,49,102,45,65,57,74,62.8,102,45,57,282.76000000000005,16.815469068687914
R-HSA-73884,49,74,135,58,93,111,35,64,108,42,76.9,135,35,100,1004.89,31.7
R-HSA-5223345,50,60,100,78,77,45,61,71,80,101,72.3,101,45,56,322.81,17.966914036639682
R-HSA-927802,51,31,37,28,13,52,73,17,52,21,37.5,73,13,60,328.85,18.134221791960083
R-HSA-186712,52,33,23,105,87,29,113,104,125,105,77.6,125,23,102,1377.44,37.11387880564359
R-HSA-76002,53,131,127,76,125,133,31,122,102,130,103.0,133,31,102,1224.8,34.99714274051526
R-HSA-2028269,54,41,30,26,108,21,26,27,132,58,52.3,132,21,111,1311.81,36.21891770884381
R-HSA-390522,55,109,116,122,54,82,91,57,59,49,79.4,122,49,73,725.4399999999999,26.93399339125188
R-HSA-71737,56,52,61,81,60,74,43,46,64,87,62.4,87,43,44,189.04,13.749181793837769
R-HSA-140877,57,66,117,74,114,78,71,113,86,66,84.2,117,57,60,451.55999999999995,21.24994117638917
R-HSA-194441,58,80,113,86,111,94,116,62,93,70,88.3,116,58,58,396.61,19.915069670980316
R-HSA-428359,59,101,104,97,113,98,104,66,88,84,91.4,113,59,54,271.24,16.469365500832144
R-HSA-174824,60,115,96,109,83,109,41,124,56,85,87.8,124,41,83,702.1600000000001,26.49830183238164
R-HSA-75205,61,95,84,70,99,86,90,116,109,46,85.6,116,46,70,417.84000000000003,20.441134997841974
R-HSA-445717,62,126,128,125,84,97,100,102,105,121,105.0,128,62,66,401.4,20.0349694284768
R-HSA-8949215,63,73,108,56,80,81,88,58,87,100,79.4,108,56,52,269.24,16.408534364774937
R-HSA-1368082,64,102,64,72,65,108,54,95,44,86,75.4,108,44,64,409.04,20.22473732833136
R-HSA-983231,65,92,53,40,130,120,84,115,85,50,83.4,130,40,90,884.8400000000001,29.746260269149804
R-HSA-109581,66,19,32,8,12,101,13,44,22,22,33.9,101,8,93,773.0899999999998,27.8044960393099
R-HSA-1428517,67,85,63,113,85,34,64,72,91,27,70.1,113,27,86,598.2900000000001,24.45996729351861
R-HSA-525793,68,37,106,116,71,91,87,37,39,94,74.6,116,37,79,765.0400000000001,27.659356463952665
R-HSA-69620,69,2,15,9,14,8,130,0,4,10,26.1,130,0,130,1553.4900000000002,39.414337492846435
R-HSA-422475,70,72,134,38,133,114,137,125,9,29,86.1,137,9,128,2135.29,46.209198218536535
R-HSA-5682910,71,48,122,118,94,58,108,98,62,110,88.9,122,48,74,653.2900000000001,25.559538336988798
R-HSA-5260271,72,49,110,88,50,106,39,38,66,39,65.7,110,38,72,684.21,26.157408128482455
R-HSA-202131,73,46,56,32,88,67,60,81,71,78,65.2,88,32,56,261.36,16.166632302368974
R-HSA-450531,74,69,115,120,72,83,78,32,100,43,78.6,120,32,88,711.24,26.669083223838047
R-HSA-72086,75,58,42,37,69,54,77,56,101,35,60.4,101,35,66,380.84000000000003,19.515122341404883
R-HSA-72312,76,65,57,111,57,16,12,45,19,24,48.2,111,12,99,894.9599999999998,29.91588206956298
R-HSA-1362409,77,64,58,60,32,69,66,52,49,77,60.4,77,32,45,168.24,12.97073629367277
R-HSA-8963676,78,51,93,62,68,116,57,106,77,113,82.1,116,51,65,503.69000000000005,22.44303900990238
R-HSA-8934903,79,40,47,71,64,76,83,55,84,107,70.6,107,40,67,353.84000000000003,18.810635289643994
R-HSA-382556,80,89,94,92,89,89,56,97,99,93,87.8,99,56,43,136.95999999999998,11.702991070662234
R-HSA-1368108,81,110,85,100,52,63,111,67,47,57,77.3,111,47,64,507.41,22.5257630281418
R-HSA-6783310,82,62,133,36,91,93,89,92,35,104,81.7,133,35,98,816.01,28.565888748645648
R-HSA-112307,83,83,80,53,73,79,95,88,79,106,81.9,106,53,53,172.69,13.14115672229808
R-HSA-373753,84,91,55,47,82,50,72,94,106,92,77.3,106,47,59,376.21,19.39613363534083
R-HSA-71387,85,70,97,110,112,57,112,39,124,103,90.9,124,39,85,684.8900000000001,26.170403130253842
R-HSA-73942,86,114,121,83,92,110,59,103,123,65,95.6,123,59,64,453.64,21.298826258740174
R-HSA-3000171,87,112,50,84,109,70,80,114,63,79,84.8,114,50,64,414.56000000000006,20.360746548199064
R-HSA-1368071,88,120,107,54,63,100,82,49,69,76,80.8,120,49,71,485.36,22.03088740836374
R-HSA-5660526,89,38,43,64,127,30,30,23,83,73,60.0,127,23,104,998.6,31.60063290505429
R-HSA-425407,90,104,132,102,103,113,58,86,113,82,98.3,132,58,74,374.61,19.354844354837887
R-HSA-5218859,91,86,82,57,61,56,110,53,61,34,69.1,110,34,76,454.48999999999995,21.31877107152286
R-HSA-202733,92,87,78,67,106,61,63,109,122,90,87.5,122,61,61,383.45,19.581879378650047
R-HSA-2161522,93,45,109,98,119,38,93,73,36,71,77.5,119,36,83,801.65,28.313424377845926
R-HSA-5205685,94,103,75,49,62,92,86,48,74,44,72.7,103,44,59,403.81,20.09502425975147
R-HSA-1592230,95,116,59,69,105,55,101,117,70,47,83.4,117,47,70,621.64,24.932709439609646
R-HSA-72306,96,106,79,46,97,126,123,84,112,80,94.9,126,46,80,516.29,22.72201575564985
R-HSA-8935690,97,94,105,91,90,122,70,50,96,83,89.8,122,50,72,339.96,18.438004230393265
R-HSA-1566977,98,105,118,115,81,90,68,111,110,53,94.9,118,53,65,423.28999999999996,20.574012734515353
R-HSA-163685,99,35,90,121,118,104,128,128,53,45,92.1,128,35,93,1128.49,33.593005224302274
R-HSA-1181150,100,25,112,117,53,68,50,74,116,97,81.2,117,25,92,919.7599999999999,30.327545235313718
R-HSA-6805567,101,100,120,48,129,112,129,96,45,111,99.1,129,45,84,808.4900000000001,28.433958570695008
R-HSA-391160,102,119,44,43,104,48,62,83,103,115,82.3,119,43,76,830.4100000000001,28.816835357131083
R-HSA-445355,103,43,101,126,44,43,46,76,48,56,68.6,126,43,83,859.2400000000001,29.31279584072458
R-HSA-429914,104,63,62,107,116,117,81,79,32,96,85.7,117,32,85,682.01,26.11532117359463
R-HSA-5619115,105,26,45,44,131,132,124,21,121,119,86.8,132,21,111,1952.36,44.18551798949515
R-HSA-1500620,106,117,29,93,34,39,134,75,127,63,81.7,134,29,105,1402.21,37.446094589422806
R-HSA-8863678,107,30,39,68,39,59,40,77,43,67,56.9,107,30,77,498.69000000000005,22.331368072735714
R-HSA-216083,108,84,49,39,46,49,74,43,133,51,67.6,133,39,94,907.64,30.127064244628947
R-HSA-452723,109,67,35,101,100,71,51,108,111,81,83.4,111,35,76,642.8399999999999,25.35428957789983
R-HSA-8941237,110,93,88,99,47,119,79,107,126,118,98.6,126,47,79,493.44000000000005,22.213509403063714
R-HSA-2564830,111,99,40,80,74,36,115,42,68,40,70.5,115,36,79,840.45,28.990515690480567
R-HSA-1474228,112,71,114,104,98,84,94,87,67,116,94.7,116,67,49,272.61,16.510905486980416
R-HSA-6794362,113,113,81,73,95,80,106,100,72,120,95.3,120,72,48,285.21,16.888161534045082
R-HSA-1480926,114,90,126,34,102,35,52,78,46,48,72.5,126,34,92,1040.25,32.25290684574028
R-HSA-5576891,115,77,103,119,38,105,122,121,76,69,94.5,122,38,84,715.25,26.744158240632665
R-HSA-5693532,116,42,67,4,15,15,11,31,75,6,38.2,116,4,112,1232.56,35.10783388362204
R-HSA-5358508,117,129,89,123,70,73,42,126,42,91,90.2,129,42,87,993.36,31.517614122899595
R-HSA-73893,118,96,72,85,79,40,47,85,107,95,82.4,118,40,78,540.0400000000001,23.238760724272716
R-HSA-3247509,119,13,34,6,4,14,10,3,130,136,46.9,136,3,133,2924.2899999999995,54.076704781264176
R-HSA-75067,120,39,123,95,117,115,119,91,95,75,98.9,123,39,84,626.89,25.03777146632663
R-HSA-1187000,121,98,52,82,59,121,125,93,94,98,94.3,125,52,73,558.41,23.63070037049262
R-HSA-5619507,122,134,125,124,78,128,120,132,134,114,121.1,134,78,56,243.29000000000002,15.597756248896827
R-HSA-71291,123,128,95,114,37,44,37,82,65,55,78.0,128,37,91,1134.2,33.67788591939821
R-HSA-5617833,124,125,86,128,115,87,105,118,117,89,109.4,128,86,42,245.04000000000002,15.653753543479596
R-HSA-9006931,125,111,41,112,132,129,99,119,114,109,109.1,132,41,91,604.69,24.59044529893674
R-HSA-112315,126,75,71,89,67,88,102,69,30,129,84.6,129,30,99,783.04,27.98285189182832
R-HSA-3000178,127,81,66,90,58,66,114,129,40,88,85.9,129,40,89,805.8900000000001,28.388201774680976
R-HSA-2173782,128,132,111,94,123,123,127,101,97,117,115.3,132,94,38,171.01000000000002,13.077079184588584
R-HSA-1296071,129,108,98,106,75,62,98,127,51,123,97.7,129,51,78,662.4100000000001,25.737326978534504
R-HSA-446728,130,78,102,33,55,99,121,63,92,126,89.9,130,33,97,943.29,30.713026552262804
R-HSA-73886,131,130,130,130,121,107,118,29,131,25,105.2,131,25,106,1583.16,39.78894318777517
R-HSA-15869,132,56,77,108,36,131,97,51,118,128,93.4,132,36,96,1169.2400000000002,34.19415154671922
R-HSA-199991,133,137,136,131,137,47,131,136,38,133,115.9,137,38,99,1355.4900000000002,36.816979778357705
R-HSA-157118,134,133,119,135,140,136,139,130,10,132,120.8,140,10,130,1394.56,37.34380805434818
R-HSA-372790,135,135,137,134,128,134,33,105,135,135,121.1,137,33,104,942.6900000000002,30.70325715620413
R-HSA-3781865,136,138,138,140,135,140,136,139,138,138,137.8,140,135,5,2.56,1.6
R-HSA-74158,137,15,129,59,134,24,135,137,137,131,103.8,137,15,122,2282.76,47.778237723884295
R-HSA-69278,138,140,99,136,139,135,132,138,136,137,133.0,140,99,41,133.0,11.532562594670797
R-HSA-168249,139,141,141,141,141,141,140,140,140,139,140.3,141,139,2,0.61,0.7810249675906654
R-HSA-72766,140,136,139,138,138,139,141,24,142,140,127.7,142,24,118,1197.4099999999999,34.60361252817399
R-HSA-5663202,141,139,140,139,136,138,138,141,139,141,139.2,141,136,5,2.3600000000000003,1.5362291495737217
R-HSA-1280218,142,142,142,142,142,142,142,142,141,142,141.9,142,141,1,0.09000000000000001,0.30000000000000004
R-HSA-597592,143,143,143,143,143,144,143,143,143,143,143.1,144,143,1,0.09000000000000001,0.30000000000000004
R-HSA-73857,144,144,144,144,144,143,144,144,144,145,144.0,145,143,2,0.2,0.4472135954999579
R-HSA-194315,145,145,145,145,145,146,145,145,145,144,145.0,146,144,2,0.2,0.4472135954999579
R-HSA-2262752,146,146,146,146,146,145,146,146,146,146,145.9,146,145,1,0.09000000000000001,0.30000000000000004
